4.69,-0.34
4.19,-0.07
3.56,0.09
3.06,0.32
3.03,0.96
3.04,1.54
3.42,1.1
3.77,0.67
4.32,0.6
4.81,0.9
-1.13,0.15
-0.97,-0.2
-0.98,-0.57
-1.39,-0.64
-1.05,-1.46
-1.19,-1.77
-0.89,-1.77
-0.64,-1.76
-0.3,-1.72
-0.1,-1.62
-0.49,3.95
-0.19,3.47
0.51,3.41
0.01,3.95
-0.93,3.89
-1.38,3.75
-1.44,3.31
-0.83,3.41
0.03,5.11
-0.03,5.47
0.72,-4.59
0.73,-4.93
0.66,-5.23
0.86,-5.45
1.1,-5.14
1.13,-4.79
1.34,-4.73
1.57,-4.61
1.69,-4.83
1.95,-4.74
5.68,-2.06
5.72,-1.93
5.76,-1.6
5.73,-1.43
5.79,-1.51
5.5,-1.45
5.51,-1.65
5.6,-1.86
5.48,-1.95
5.5,-2.14
4.37,-3.24
4.6,-3.7
4.48,-3.95
4.72,-4.03
1.85,-3.75
4.9,-3.55
4.84,-3.29
4.81,-3.12
5.19,-3.1
5.46,-3.33
