-1.200725263676412524e+00,-3.574730177188107483e+00
-3.085126955975134866e+00,3.664162055678713337e+00
-5.075886093038125324e+00,2.897797164068327547e+00
-3.781250845231221902e+00,-1.061144417192029543e+01
-4.647018634053512898e+00,1.554412527609654315e+00
1.596333874234981964e+00,-2.914457858191884743e+00
-2.752743861050871654e+00,-9.952249448619618910e-01
5.813718521904874814e-01,2.484978528705847900e+00
4.484623576269995304e+00,9.460750433851664809e+00
-1.063475859217418318e+01,1.540461850496401297e+01
