-3.168780073198510649e+01,1.025376583824865691e+02
-7.065187753915320279e+00,8.137764592916321149e-01
-9.135493073590634339e+00,-1.785980070609516357e+00
-1.722029440249311261e+00,-7.009797954345899917e+00
-3.115000237223643165e+00,-3.018744124054898226e+00
3.134665493701695116e+00,6.726097376151065621e-01
8.411347287573395448e+00,1.859565483580437606e+00
-8.294145084554655512e+01,3.704701983685450273e+01
-5.044573609015780669e+00,-6.362845985020805450e+00
5.172174680696824112e+01,5.072750806077697661e+01
5.485750064156543715e+01,-2.816136415699942930e+01
-9.457729523596806587e+01,-1.471759307945109754e+02
-3.750659172961203325e+01,1.077952371829601788e+02
-1.963139201759405239e+01,-9.873784206939014041e+01
1.458812852720584488e+02,-2.131314865964039740e+01
-2.469317665505857740e+00,-6.877613242726288156e-02
3.955505071008254880e+00,-2.502867631766739986e+00
8.744453346325981613e+01,9.409656583285281783e+01
3.436998668409389524e+01,-1.641653213345323437e+01
5.890095290538033268e-02,1.030061698627543443e+01
