init_data
TN,[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]
Ct
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
15,11,17,2,14,0,17,17,9,5,12,13,3,16,3,18,14,19,7,5,17,9,0,4,14,2,19,3,6,4,12,11,11,6,18,19,19,2,16,4,19,3,15,12,19,5,4,10,18,8,15,4,19,1,5,14,5,11,8,19,2,18,4,4,0,12,16,9,19,0,
It
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
19,13,10,2,7,18,12,10,19,7,16,12,2,4,14,15,0,3,0,7,5,11,11,16,1,13,6,4,14,12,11,19,14,2,7,1,10,4,6,4,17,17,16,15,17,15,3,14,15,4,17,1,2,18,7,15,12,10,10,0,7,5,4,3,17,7,11,11,18,10,
Position distribution
Mu0,-1.0,3.0,
Mu1,9.0,4.0,
Mu2,-3.0,7.0,
Mu3,7.0,0.0,
Mu4,2.0,-9.0,
Mu5,-6.0,0.0,
Mu6,-4.0,0.0,
Mu7,-7.0,-7.0,
Mu8,-1.0,9.0,
Mu9,2.0,7.0,
Mu10,-2.0,0.0,
Mu11,-6.0,-7.0,
Mu12,-7.0,0.0,
Mu13,2.0,-5.0,
Mu14,-6.0,-7.0,
Mu15,-7.0,9.0,
Mu16,-8.0,0.0,
Mu17,-5.0,-5.0,
Mu18,1.0,-9.0,
Mu19,4.0,6.0,
Sig0
1.0,0.0,
0.0,1.0,
Sig1
1.0,0.0,
0.0,1.0,
Sig2
1.0,0.0,
0.0,1.0,
Sig3
1.0,0.0,
0.0,1.0,
Sig4
1.0,0.0,
0.0,1.0,
Sig5
1.0,0.0,
0.0,1.0,
Sig6
1.0,0.0,
0.0,1.0,
Sig7
1.0,0.0,
0.0,1.0,
Sig8
1.0,0.0,
0.0,1.0,
Sig9
1.0,0.0,
0.0,1.0,
Sig10
1.0,0.0,
0.0,1.0,
Sig11
1.0,0.0,
0.0,1.0,
Sig12
1.0,0.0,
0.0,1.0,
Sig13
1.0,0.0,
0.0,1.0,
Sig14
1.0,0.0,
0.0,1.0,
Sig15
1.0,0.0,
0.0,1.0,
Sig16
1.0,0.0,
0.0,1.0,
Sig17
1.0,0.0,
0.0,1.0,
Sig18
1.0,0.0,
0.0,1.0,
Sig19
1.0,0.0,
0.0,1.0,
,init
W0,0.045454545454545456,
W1,0.045454545454545456,
W2,0.045454545454545456,
W3,0.045454545454545456,
W4,0.045454545454545456,
W5,0.045454545454545456,
W6,0.045454545454545456,
W7,0.045454545454545456,
W8,0.045454545454545456,
W9,0.045454545454545456,
W10,0.045454545454545456,
W11,0.045454545454545456,
W12,0.045454545454545456,
W13,0.045454545454545456,
W14,0.045454545454545456,
W15,0.045454545454545456,
W16,0.045454545454545456,
W17,0.045454545454545456,
W18,0.045454545454545456,
W19,0.045454545454545456,
