-3.11,0.57
-2.74,0.44
-2.35,0.44
-2.05,0.56
-1.56,0.53
-1.3,0.87
-1.31,1.24
-1.59,0.88
-1.84,1.27
-2.29,1.1
-2.36,-0.63
-2.43,-1.09
-2.3,-1.4
-2.04,-1.59
-2.02,-1.89
-2.26,-2.07
-2.35,-2.25
-2.49,-2.4
-2.73,-2.53
-2.91,-2.49
-0.88,-5.17
-0.58,-5.04
-0.57,-4.73
-0.7,-4.76
-0.74,-4.46
-0.48,-4.06
-0.78,-4.12
-1.33,-3.83
-1.56,-3.62
-1.57,-3.89
0.4,-4.68
0.44,-4.99
0.42,-5.17
0.68,-5.12
0.64,-4.85
0.73,-4.58
0.96,-4.61
0.81,-4.85
1.09,-4.85
1.1,-4.98
1.3,1.9
1.12,1.92
1.35,1.73
1.12,1.66
1.28,1.35
1.01,1.32
1.24,1.12
1.32,0.99
1.37,0.87
1.1,0.9
4.08,0.16
3.99,-0.14
3.95,-0.42
3.96,-0.63
4.15,-0.72
4.44,-0.81
4.44,-0.38
4.31,0.11
4.39,0.2
4.15,0.2
