1.176425127701685031e-01,1.011345310238520590e-02,1.054758226157155414e-02,8.919251225865738875e-03,1.197834437521235612e-01,1.193043968196129817e-01,1.264066053493568577e-02,1.215302453485209329e-02,1.161364285058731280e-02,1.188466465390281696e-01,9.897488769823322569e-03,1.127823735809730180e-02,3.299110506130550347e-01,1.135167011711673765e-02,1.152736517195596631e-02,1.096806872207598850e-02,1.091313261576465875e-02,1.255105885541539859e-02,1.156506504831867482e-02,1.278974541672798712e-02,1.185487503872650374e-02,1.382762788179160880e-02
1.772575525907655117e-02,1.813419044252013307e-02,1.428634520417665886e-02,1.629897850555183519e-02,1.430946914629702138e-02,1.737229241572701630e-02,1.494672968226163669e-02,1.731276545961829283e-01,1.418107938175543030e-02,1.706284685747287005e-02,1.495777266724682662e-02,3.386159649563679763e-01,1.588926030889898158e-02,1.842622158488232964e-01,1.649021713274137491e-02,1.512970596197731575e-02,1.537065400159235914e-02,1.802066246979897729e-02,1.687519346136317350e-02,1.443358053127005193e-02,1.589761870984578163e-02,1.661181245905210199e-02
3.889886210296055608e-02,3.166833202778785491e-03,7.641966538503518203e-02,7.640936208744075753e-02,7.432949360395572913e-02,7.299560503198386507e-02,3.737193496664620307e-02,2.944990973464516656e-03,1.057411122863237268e-01,3.805137550968101107e-02,3.418119148219581852e-03,3.935418386690251596e-02,3.501404859863568430e-03,3.991477775182687981e-01,3.266084562453257841e-03,2.864198021894075619e-03,3.071918165470146136e-03,3.643308896808675115e-03,3.566756626750944899e-03,4.366410400835357350e-03,3.600276844513176748e-03,3.870325937749139172e-03
8.637897868316469357e-03,8.537700380253442078e-03,8.055670885316177157e-03,8.973258255094603009e-03,8.938698377409830947e-03,9.538213878264419771e-03,9.504162744237936930e-03,8.816134200113017946e-03,1.183377527154320756e-02,1.096540423272384518e-01,1.011474798045790963e-01,2.084717143641632020e-01,1.117901604582933160e-02,1.039642869356450887e-02,9.658085349996953575e-03,1.088281497158020972e-01,8.972350066853092970e-03,8.001019037686841334e-03,1.261421996145325325e-02,8.631867606684908573e-03,1.014385583079766007e-02,3.094662593348013746e-01
1.269638636980961396e-02,1.364320683783579874e-02,1.481174095541321067e-01,1.391908663397207514e-02,1.478734564892033587e-01,1.523666490083651903e-01,1.195620879398836753e-02,1.318498439436457080e-02,1.446054093960542214e-02,1.432727075763602816e-02,1.601232653040126144e-02,1.617654070359842225e-02,1.536301846190978905e-02,1.474693634083681926e-02,1.443953685907286080e-02,1.571554664978657909e-02,2.936784192293900864e-01,1.576530466022522253e-02,1.427106392476653121e-02,1.356850093566213701e-02,1.377268051280227529e-02,1.394492541263556325e-02
5.227043862921387785e-03,6.940659718186251853e-03,4.851022819035318706e-03,6.594251175977412956e-03,5.557320767111290430e-03,6.513820563965801169e-03,5.954114937400666052e-02,6.113498350824991649e-03,5.888290927941583486e-02,5.987181337522540225e-02,1.148639176014622232e-01,2.253192340143317096e-01,4.753666806129952863e-03,5.075378734290383886e-03,5.762389136077791102e-03,6.105176185689864532e-02,5.819116012711812551e-03,5.137066691181683097e-03,1.718805810057694727e-01,1.684645862841433750e-01,5.419617657463718721e-03,6.359194912869595324e-03
5.253203939261632399e-02,5.654013297855853964e-03,4.907698549476931238e-03,5.002140939691566285e-03,5.463419670247170006e-03,5.136321783913447292e-03,4.418582660758890203e-03,5.066713801744044884e-03,4.586611757862285935e-03,5.245125147869145535e-03,1.521350806534260136e-01,3.014344126029569471e-01,5.118491164163637731e-03,1.531569769459532604e-01,2.039059871048758410e-01,5.441797057607550281e-02,5.466232805409083732e-03,5.545925031663513985e-03,4.918964640177766329e-03,5.546252959917353717e-03,4.705895506399685943e-03,5.635143006945490633e-03
5.460707587308951880e-03,4.879618194327810417e-03,5.826830173633451571e-02,5.783612270800561617e-02,5.024144498443432715e-03,4.693955679719670829e-03,1.057147148917642610e-01,5.399399366431969875e-03,1.642102622823550795e-01,5.700083614911094151e-03,5.826294704417472881e-02,1.075243633149051692e-01,5.006812338888296139e-03,5.637892656810665135e-03,2.140245335319004294e-01,5.372090044403452641e-03,1.624985041516562312e-01,4.994775976758909775e-03,4.468454406805951948e-03,5.072015017900198715e-03,5.034487684731793651e-03,4.915813271461781653e-03
7.393766852809892376e-02,6.389361492828057529e-03,7.042633652799752675e-02,7.381563514597379305e-02,7.233266846561949015e-02,6.967416993803950132e-02,6.211216336216574853e-03,4.045642311209493025e-01,7.324092238344888373e-02,7.173586639789397701e-02,6.560320284049881399e-03,6.236525353353554457e-03,5.740166324183506100e-03,6.864558380075210658e-03,6.651587187409659443e-03,5.956623943763144323e-03,6.221751560556529337e-03,6.025284533392412378e-03,6.906103430128620463e-03,6.080056583328797941e-03,6.638884295533252662e-03,7.790061787159309990e-03
8.385000365663043687e-02,3.890004011462372402e-01,8.364488268456832243e-02,8.335989185003007951e-02,8.675762252057284130e-02,7.908968653040537866e-02,6.518494154320251567e-03,8.718840100451671557e-03,7.926987720272282711e-03,7.635482487481205435e-03,7.081866671758861240e-03,8.408355327774449939e-02,7.367552601228505652e-03,8.107059052075182501e-03,6.955138828795917778e-03,6.156919117782342320e-03,7.467313109268570483e-03,8.015289857678638274e-03,6.604130818723350123e-03,7.199765105567981771e-03,8.547202044420762479e-03,5.911916663985779252e-03
2.519620025541667863e-01,2.186905794113813001e-02,2.026046935317815656e-02,2.545381720809799728e-02,2.462986850339373909e-02,2.277648700125155246e-02,2.210130308434156421e-02,2.466176182522610699e-02,2.578165063804962673e-02,2.228754747358415236e-02,2.846581689902298248e-02,2.007584478399747352e-02,2.207277557703703902e-02,2.739705712404857940e-01,2.394375813091610336e-02,2.234389863520049729e-02,2.755580578419183913e-02,2.277635468944951350e-02,2.359031863085044381e-02,2.426135762844838090e-02,2.564601541755632055e-02,2.351351700041593579e-02
3.862376883703273756e-02,4.409687357265623664e-02,4.844580089042419685e-02,4.291023788421603757e-02,5.130128092530748807e-02,4.749723277918868614e-02,5.250356032501536652e-02,4.407414906407473854e-02,3.975596546441472617e-02,4.168410162845603839e-02,5.022071285671873830e-02,4.567260654567565498e-02,4.754989264529902587e-02,4.149502352828796786e-02,4.537948733644356358e-02,4.351062258285157136e-02,4.067959047091770225e-02,5.175720181807914183e-02,4.456204716790975601e-02,3.979178407213748714e-02,5.025909973662506802e-02,4.822895986826773035e-02
9.634102450058476888e-03,8.721939989996025863e-03,9.681591932959303370e-02,8.584000608599933954e-03,8.683774841147641130e-03,8.096698827193571715e-03,1.023562651560426806e-01,9.277915149256176289e-03,1.836934615346559607e-01,9.551242998837980447e-02,8.066800737460686974e-03,7.972466222392100496e-03,8.380158930746069157e-03,8.518482981952830643e-03,8.650876058101091698e-03,8.952487383154041772e-03,9.445722730519664004e-03,3.719715571666563636e-01,8.682618717965186889e-03,8.984318555204304224e-03,8.509150796691870508e-03,1.048885184423282817e-02
4.460210331822570679e-02,4.173690303677524138e-02,3.583372610170200423e-02,5.002840671988744575e-02,4.489915588772656896e-02,4.614584098188524025e-02,3.872309429473812931e-02,3.970796373970717635e-02,5.077383468192328553e-02,4.294381513155250130e-02,4.252207198583864145e-02,4.214399318531894534e-02,5.023646498041233616e-02,4.751678742225005914e-02,4.770465056908076984e-02,5.274707293569751154e-02,4.105795187822475212e-02,5.150176329022797955e-02,5.032893992018347418e-02,4.943648532528484296e-02,4.488289071165870586e-02,4.452608390169892488e-02
9.293376945477714243e-03,1.075564584809752568e-02,8.156730277790251796e-03,8.325135346819537499e-03,2.847985645519546805e-01,2.722125862719859679e-01,8.969857174459408208e-03,7.559214841764611004e-03,7.879260830799090023e-03,7.937387263904317411e-03,8.423369492850401111e-03,9.485750867433395336e-03,9.204288473534893295e-03,9.899163925592379537e-03,8.299389046021654268e-03,9.585056081608218231e-03,9.403609321293488615e-03,9.713901449139439315e-02,9.744754268865508939e-02,9.612062453998460043e-02,1.020202265876413335e-02,8.902409059814478040e-03
1.894829507581688444e-02,1.568445796717592849e-02,1.444990147983503913e-02,1.802416766569378825e-01,1.752179391576402789e-02,1.674730375430011700e-02,1.462491081317790660e-02,1.441607945323576841e-02,1.933487752223433248e-02,1.450355362228079870e-02,1.752282100858552211e-02,1.816977346072090049e-01,3.295380807431326220e-01,1.802593023590365329e-02,1.560271180878918668e-02,1.418458917568588169e-02,1.725072260959009673e-02,1.500654309932638285e-02,1.543250134934770826e-02,1.788515977404009361e-02,1.608567436126593156e-02,1.529468096636534685e-02
4.533754800646219718e-02,4.018305127699112883e-02,4.575246470636026852e-02,4.672454978388382307e-02,5.289940098027083593e-02,4.296862947318429854e-02,5.121902607578503880e-02,4.033963307813653171e-02,4.523935781469982931e-02,4.622973812316063386e-02,4.145146108049376638e-02,4.593339946903773202e-02,4.483731523470580599e-02,4.458857021814226218e-02,5.149030614528306293e-02,3.555139355916495797e-02,4.801156297929563832e-02,4.318106637023086392e-02,4.959379631303602320e-02,5.174215769580400165e-02,4.030361344199673290e-02,4.642195817387457374e-02
9.450911246960916334e-03,9.761658926727844951e-03,9.670000437627321310e-03,1.116307086787144028e-02,9.954838837699870116e-03,8.969717518994470978e-03,1.084297335858608047e-01,2.017751105710763604e-01,1.066067249726695837e-01,8.061532374085734337e-03,1.133207337481131338e-01,2.074147495622656878e-01,1.071797589216219072e-02,1.052087886246498745e-02,8.535121760731418511e-03,1.265565892418268890e-02,1.088344281564757737e-02,1.013459859140927559e-02,8.737848393460024427e-03,8.472266208378839356e-03,1.031829064882330144e-02,1.044451352527867444e-01
7.648802611242003224e-02,6.938643226493287214e-03,8.059594659830747465e-02,7.756476475232659817e-02,7.741815101873732174e-02,7.921667184525421623e-02,7.032711695239141081e-03,7.800727488681873968e-03,1.474128777609078345e-01,6.487771604398688899e-03,7.324738971873964895e-03,7.148869215065669670e-03,6.882163876168319490e-03,6.873678650238300956e-03,7.234848750069542388e-03,6.351566933014831523e-03,6.475655141784915705e-03,7.298311830541398711e-03,7.530796926385957719e-03,6.630368284820672455e-03,2.830173792507125197e-01,8.027533006655751535e-02
4.672302323057355572e-02,4.970918500427966291e-02,4.759474961790366443e-02,3.837455031012720202e-02,4.399952350191245476e-02,4.508632184947805599e-02,4.111980224489499708e-02,5.224263965222811917e-02,4.358566665020901371e-02,5.282121468435038020e-02,4.698024398803715002e-02,4.080768443223203173e-02,4.571668236531316321e-02,4.543313867154437358e-02,4.511059191206977237e-02,4.557462966444209007e-02,5.210342873009156384e-02,4.590665939480607916e-02,4.767563949240529592e-02,4.060941322703015555e-02,4.007246673973068052e-02,4.275274463634039235e-02
