2.666777790395945535e-01,1.486454810545721240e-02,1.155559429664054609e-02,1.246351403606694476e-02,1.390384290291078913e-02,1.244196217209083549e-02,1.306272435753869435e-02,1.158413415421128030e-02,1.258582844141720863e-02,1.173694398715252260e-02,1.109585244296310523e-02,1.429138337070359754e-02,1.108303905579252104e-02,1.258253736941069081e-02,1.252661334949292486e-02,1.065812346522001554e-02,1.265768826710760887e-02,1.334461131938469332e-02,1.295343524325031324e-02,5.079298446235940290e-01
1.448393915122963421e-02,1.781780015601543143e-02,1.881361715113859592e-02,1.846759343696431285e-02,1.593572653231975847e-02,2.017496048366171704e-02,1.301861406475618779e-02,3.367718093493904385e-01,1.545835940351271594e-02,1.569988842073731170e-02,1.494829963857704537e-02,1.465445194816464639e-02,3.606453056854513894e-01,1.955718746269092742e-02,1.756748598001233591e-02,2.012584300632406023e-02,1.655750185308212802e-02,1.625406709623549231e-02,1.654369560363399758e-02,1.650385357610228629e-02
1.211518147084856417e-02,1.284404682257755774e-02,1.357377138574301402e-02,1.219291294213956794e-02,1.270489798397929360e-02,1.334583411563860199e-02,5.243554590688949135e-01,1.168625259825372721e-02,1.171878231244343968e-02,1.296035137664634102e-02,1.133263965894296121e-02,1.274930211877930986e-02,1.182289291623754741e-02,1.241119932802542403e-02,1.148592164812779759e-02,1.415900530160153943e-02,9.703827328305141692e-03,2.542377790472139520e-01,1.090236950598267099e-02,1.369757306961864700e-02
1.013678410343292480e-02,8.165462547854147532e-03,1.134718212031624214e-02,7.212824417352153329e-03,9.395471595347674662e-03,8.689301981113520257e-03,9.525437402283570484e-03,1.019066358580517431e-02,1.133525946259935323e-02,8.187049788838609080e-03,9.561486251816646645e-03,9.816987379602543085e-03,1.091259118814963749e-02,1.047244902382810441e-02,1.025509731603418788e-02,8.624416857015039864e-03,7.711219834644510683e-03,8.168207687520586679e-01,1.106985557187180162e-02,1.056969082003484176e-02
9.112771620474545420e-03,1.110594726546174429e-02,8.879451180309918049e-03,1.033885149690400712e-02,8.942788906270192698e-03,1.027849277745923780e-02,1.074080184594392202e-02,1.047951048288949666e-02,8.624695083617191227e-03,1.374857865994323983e-02,8.149770199733782361e-01,1.011328996237395583e-02,8.225519903652897882e-03,9.444581169284852265e-03,8.693586315022074074e-03,9.918367632593457633e-03,9.599742583851062633e-03,9.276231779976468195e-03,9.659031973175236790e-03,7.840739387418665940e-03
5.126419976489567792e-02,5.558859871777668826e-02,5.556165328247898716e-02,5.537683284020582936e-02,5.094171655572758001e-02,5.115872346908450358e-02,5.404847042865020684e-02,4.717192324187510083e-02,5.730576421925943215e-02,5.009681440521546875e-02,5.004269905515872779e-02,4.823002461997139695e-02,4.994318568618707349e-02,5.105131451244240143e-02,4.531509652911691610e-02,4.320916598802347630e-02,4.070575592699011286e-02,4.232529833213923010e-02,4.236554333097433678e-02,5.829721909382677009e-02
9.118937885613648958e-03,8.667663209657719067e-03,9.156263387390077904e-03,9.126671335534970730e-03,8.611367804741042881e-03,9.398916374156057046e-03,8.407828776580248895e-03,1.069105670317116279e-02,9.632789512641130175e-03,1.007338179253816114e-02,8.738675935058937833e-03,2.031651822848981048e-01,1.012331813672570115e-02,6.234912530087340921e-01,1.139523902642674592e-02,1.046109159936455847e-02,1.138392663338478467e-02,9.165053902431295751e-03,8.875960877650745928e-03,1.031542181330106882e-02
8.006761027485313764e-03,7.759642960241419120e-03,7.207514676947292427e-03,8.490743674026647314e-01,6.334127549311930304e-03,8.678185652022427088e-03,8.243626137121389322e-03,7.530393496008659301e-03,8.702311516083199514e-03,9.109582654945318214e-03,6.464852569084500108e-03,6.415714192394355100e-03,8.930945536842180982e-03,6.578434433252297077e-03,6.268846224748563303e-03,9.328630026981702544e-03,9.815316543684230594e-03,8.163781955248340660e-03,9.148197801694820178e-03,8.238767643236848473e-03
9.044165742124689669e-03,1.012136443764302673e-02,9.595039998890006819e-03,8.897032918999512804e-03,8.860500032397028089e-03,9.782998562078320734e-03,9.755701257534799345e-03,1.152446518368007745e-02,9.783963287330990286e-03,8.158115849244046425e-01,1.118816899707815796e-02,9.782031541905785929e-03,8.649356590673751635e-03,8.633124648045345517e-03,1.256963229828904523e-02,8.648044921487839723e-03,9.553616203812861571e-03,1.001255259980817630e-02,8.341347357747348062e-03,9.445308496068857348e-03
4.511950048045160200e-02,5.455321556069451377e-02,4.817451557684583607e-02,5.213824045029308296e-02,5.721852522760036835e-02,4.880407593791235427e-02,4.604100660047329846e-02,4.164503835603238641e-02,5.138362734621659822e-02,5.039159455609968502e-02,5.388972355657952601e-02,4.806328787829071414e-02,5.244583573928438686e-02,4.801824081146549572e-02,5.238986267183570744e-02,5.619920566832994901e-02,4.375497278786785738e-02,4.992566783679544540e-02,4.778936369369567172e-02,5.205449926323537507e-02
