-1.42,-3.53
-1.66,-3.52
-1.88,-3.58
-1.88,-3.29
-1.4,-3.18
-1.64,-3.08
-1.91,-2.99
-1.93,-2.5
-1.76,-2.22
-1.49,-2.06
0.37,-2.83
0.24,-2.64
0,-2.64
-0.14,-2.63
-0.41,-2.65
-0.74,-2.53
-0.72,-2.77
-0.05,-2.47
0.2,-2.54
-0.19,-2.41
-1.25,1.27
-1.65,1.31
-1.55,3.56
-1.37,3.79
1.2,2.75
-0.56,2.78
-0.46,3.02
-0.52,3.47
-0.23,3.81
-0.13,3.32
3.21,-3
3.2,-3.19
3.21,-3.39
3.22,-3.56
3.55,-3.63
3.5,-3.25
3.5,-3.04
3.49,-3.24
3.48,-3.4
3.55,-3.6
3.19,-1.9
3.42,-2.28
3.62,-2.25
3.71,-2.28
3.79,-2.28
3.94,-2.34
3.46,-2.09
3.61,-2.08
3.75,-2.09
3.89,-2.11
3.29,-0.49
3.26,-0.71
3.34,-1
3.57,-1.07
3.71,-1.11
4.44,-1.11
4.42,-0.19
4,-0.53
3.55,-0.67
3.36,-0.75
