-0.43,5.19
-0.58,5.36
-0.66,5.05
-0.72,4.71
-0.42,4.87
-0.39,4.61
-0.29,4.3
-0.44,4.09
-0.47,3.89
-0.78,4.16
-0.59,2.14
-0.5,1.95
-0.71,1.75
-0.9,1.58
-0.87,1.35
-0.86,1.18
-0.92,0.99
-0.8,0.58
-0.43,0.37
-0.59,0.39
-0.13,-0.86
0.07,-0.85
0.22,-0.83
0.67,-0.9
1.08,-0.87
1.18,-1.33
1.23,-1.68
1.1,-1.95
1.08,-2.41
0.62,-2.45
2.19,3.86
2.39,3.88
2.59,3.98
2.65,4.12
2.51,4.27
2.33,4.28
2.34,4.51
2.23,4.76
2.43,4.88
2.6,4.92
1.7,2.81
1.79,2.82
2.07,2.79
2.23,2.75
2.37,2.73
2.21,2.98
2,2.98
1.86,3.02
1.65,3.01
1.68,3.18
2.48,2.01
2.49,1.66
2.46,1.33
2.71,1.18
2.94,1.17
3.16,1.1
3.2,1.46
2.85,1.31
2.48,1.53
2.75,1.68
